# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
121100.0 5495 -8.241 37.043 3.709 36.170 7.437 7.571 4.666 660.9 630.1 645.5 0.22 0.2871 0.2535 239.6
121200.0 5495 -6.838 35.914 5.663 34.764 5.531 5.679 4.652 626.5 587 606.8 0.1162 0.1262 0.1212 240
121300.0 5494 -6.050 35.761 6.805 34.536 4.621 4.703 4.638 621.8 579.9 600.9 -0.06134 -0.07693 -0.06913 239.1
121400.0 5494 -6.196 36.618 7.445 35.447 5.13 5.1 4.639 648.7 607.9 628.3 -0.1811 -0.2152 -0.1981 238.1
121500.0 5492 -7.234 37.697 7.465 36.762 6.476 6.312 4.636 686.7 653.1 669.9 -0.1369 -0.2021 -0.1695 238.1
121600.0 5491 -8.561 38.015 6.678 37.444 7.209 6.898 4.635 701.6 680.7 691.1 0.03899 -0.03663 0.001178 239.3
121700.0 5490 -9.439 37.199 5.444 36.960 6.541 6.133 4.637 669.6 661 665.3 0.1984 0.1507 0.1746 238.4
121800.0 5488 -9.536 35.843 4.579 35.762 5.228 4.903 4.628 626.1 623.3 624.7 0.1899 0.19 0.19 239.2
121900.0 5487 -9.006 35.047 4.686 34.913 4.665 4.642 4.612 601.7 597.1 599.4 0.04351 0.05724 0.05038 239.6
122000.0 5486 -7.959 35.405 5.870 35.223 5.493 5.7 4.602 612.1 605.8 609 -0.131 -0.1588 -0.1449 238.7
122100.0 5482 -6.005 36.560 7.793 36.679 7.357 7.599 4.573 651.1 655.3 653.2 -0.204 -0.3352 -0.2696 237.6
122200.0 5479 -2.734 37.784 9.406 38.783 9.481 9.635 4.567 693.1 730.2 711.6 -0.1048 -0.3237 -0.2143 237.6
122300.0 5478 1.329 37.905 9.561 39.727 10.4 10.46 4.585 697.2 765.8 731.5 0.088 -0.06741 0.0103 238.8
122400.0 5477 4.994 37.007 7.881 39.214 9.421 9.545 4.593 662.2 743.5 702.9 0.2345 0.2193 0.2269 237.9
122500.0 5477 7.197 35.513 5.329 37.523 7.34 7.512 4.599 613.7 685.2 649.4 0.2213 0.3144 0.2679 238.6
122600.0 5475 8.189 34.407 3.114 35.905 5.423 5.64 4.584 581.2 632.9 607.1 0.08809 0.1819 0.135 239
122700.0 5475 8.799 34.443 1.825 35.476 4.512 4.702 4.582 581.4 616.8 599.1 -0.09646 -0.01949 -0.05797 238.1
122800.0 5475 9.418 35.538 1.559 36.194 4.996 5.133 4.588 615.1 638 626.5 -0.2193 -0.1563 -0.1878 237
122900.0 5473 9.967 36.880 2.294 37.272 6.272 6.41 4.586 661.5 675.7 668.6 -0.1808 -0.1331 -0.1569 237
123000.0 5473 10.050 37.408 3.697 37.664 6.917 7.05 4.583 683.9 693.3 688.6 0.01558 0.0263 0.02094 238.3
123100.0 5468 9.578 36.554 4.980 37.006 6.212 6.3 4.588 650.7 666.9 658.8 0.1981 0.188 0.193 237.4
123200.0 5467 9.094 35.101 5.488 35.773 4.976 5.002 4.567 605.7 629.1 617.4 0.1995 0.2144 0.2069 238.2
123300.0 5465 9.125 34.271 5.057 34.873 4.556 4.617 4.554 580.3 600.8 590.5 0.03965 0.08849 0.06407 238.6
123400.0 5464 9.781 34.770 3.635 35.004 5.451 5.575 4.553 594.2 602.3 598.3 -0.1658 -0.09935 -0.1326 237.7
123500.0 5462 10.555 37.056 1.171 38.055 7.44 7.806 4.917 619.9 653.8 636.9 -0.269 -0.2504 -0.2597 236.7
123600.0 5458 10.580 37.575 -2.689 37.723 9.191 9.42 4.512 691.5 696.9 694.2 -0.2108 -0.2055 -0.2081 236.7
123700.0 5453 8.676 38.128 -6.505 38.284 10.03 10.26 4.5 716.4 722.3 719.3 0.01847 -0.005243 0.006613 238
123800.0 5448 5.322 37.286 -8.918 37.537 9.127 9.3 4.524 680.1 689.3 684.7 0.2521 0.1917 0.2219 237
123900.0 5446 1.927 35.619 -9.617 36.064 7.177 7.309 4.527 625 640.8 632.9 0.2785 0.231 0.2547 237.8
124000.0 5446 -0.550 34.375 -9.332 35.205 5.394 5.564 4.557 581.3 609.7 595.5 0.1291 0.08854 0.1088 238.1
124100.0 5445 -1.931 34.266 -9.166 34.849 4.507 4.598 4.526 580.2 600.1 590.2 -0.07839 -0.08067 -0.07953 237.2
124200.0 5443 -2.439 35.269 -9.415 35.753 4.911 5.055 4.525 612.2 629.1 620.6 -0.2158 -0.189 -0.2024 236.2
124300.0 5440 -1.965 36.379 -9.972 36.932 6.098 6.27 4.491 655.1 675.2 665.2 -0.1873 -0.1602 -0.1737 236.2
124400.0 5438 -0.809 36.877 -10.394 37.324 6.718 6.889 4.487 676.8 693.3 685.1 -0.02114 0.02208 0.0004681 237.5
124500.0 5436 0.352 36.249 -10.372 36.614 6.039 6.18 4.49 651.9 665.1 658.5 0.1642 0.1806 0.1724 236.6
124600.0 5434 0.801 34.921 -9.991 35.415 4.845 4.938 4.482 609 626.3 617.7 0.1882 0.1857 0.1869 237.4
124700.0 5433 0.171 34.043 -9.710 34.654 4.444 4.549 4.463 582.4 603.5 592.9 0.05522 0.03605 0.04563 237.8
124800.0 5433 -1.580 34.354 -9.571 35.014 5.38 5.444 4.452 591.3 614.2 602.7 -0.1334 -0.1689 -0.1511 236.9
124900.0 5431 -4.380 35.713 -9.006 36.455 7.25 7.266 4.445 634.8 661.5 648.1 -0.2539 -0.3021 -0.278 235.9
125000.0 5427 -7.459 37.159 -7.158 38.224 9.266 9.264 4.432 686.3 726.2 706.3 -0.1991 -0.2465 -0.2228 235.9
125100.0 5424 -9.708 37.725 -3.949 38.808 10.12 10.15 4.45 707.1 748.3 727.7 -0.02079 0.0268 0.003003 237.2
125200.0 5423 -10.290 37.239 -0.355 37.824 9.19 9.24 4.479 683.4 705.1 694.3 0.1593 0.2693 0.2143 236.3
125300.0 5420 -9.503 36.004 2.391 36.053 7.162 7.306 4.477 644.1 645.9 645 0.2241 0.2834 0.2538 237.1
125400.0 5417 -8.367 34.846 3.754 34.508 5.316 5.425 4.445 611.2 599.4 605.3 0.1125 0.134 0.1232 237.6
125500.0 5415 -7.696 34.679 4.168 34.290 4.435 4.484 4.435 605.5 592 598.7 -0.06443 -0.06931 -0.06687 236.7
125600.0 5415 -7.612 35.532 3.857 35.207 4.904 4.88 4.436 632.4 620.9 626.7 -0.1933 -0.2004 -0.1969 235.7
125700.0 5415 -7.852 36.730 2.917 36.384 6.163 6.098 4.432 675.1 662.4 668.8 -0.1697 -0.1618 -0.1657 235.6
125800.0 5414 -7.974 37.131 1.582 36.660 6.791 6.66 4.438 692 674.6 683.3 0.02412 -0.003379 0.01037 236.9
125900.0 5412 -7.664 36.295 0.232 36.126 6.076 5.982 4.427 661.1 654.9 658 0.179 0.1694 0.1742 236
126000.0 5410 -7.011 35.042 -0.532 35.052 4.81 4.858 4.422 620 620.4 620.2 0.1854 0.1866 0.186 236.8
126100.0 5409 -6.341 34.249 -0.443 34.242 4.352 4.504 4.396 597.1 596.8 596.9 0.04766 0.05344 0.05055 237.2
126200.0 5408 -5.735 34.579 0.335 34.603 5.25 5.453 4.401 605 605.8 605.4 -0.1368 -0.1527 -0.1447 236.5
126300.0 5406 -4.989 35.939 1.541 36.228 7.094 7.311 4.456 640.4 650.8 645.6 -0.2299 -0.3037 -0.2668 235.5
126400.0 5402 -3.622 37.016 2.991 37.365 9.024 9.035 4.336 695.5 708.7 702.1 -0.148 -0.2858 -0.2169 235.5
126500.0 5399 -1.707 37.324 3.733 38.182 9.899 9.786 4.323 711.1 744.2 727.7 0.051 -0.05472 -0.001861 236.5
126600.0 5398 0.190 36.481 3.629 37.631 9.016 8.881 4.339 675.4 718.7 697 0.2193 0.2113 0.2153 235.6
126700.0 5398 1.644 35.006 2.964 36.117 7.07 6.968 4.345 625.7 666.1 645.9 0.2257 0.2819 0.2538 236.4
126800.0 5397 2.652 33.876 2.223 34.784 5.235 5.212 4.325 591.3 623.5 607.4 0.08768 0.1581 0.1229 236.6
126900.0 5396 3.381 33.844 1.812 34.559 4.297 4.407 4.328 589 614.1 601.6 -0.08843 -0.04714 -0.06778 235.9
127000.0 5393 4.000 34.723 1.882 35.193 4.688 4.834 4.309 619.5 636.4 627.9 -0.1992 -0.1841 -0.1917 234.8
127100.0 5393 4.412 35.855 2.471 36.387 5.89 6.048 4.309 659.3 679.1 669.2 -0.153 -0.1665 -0.1598 234.8
127200.0 5391 4.393 36.209 3.405 36.868 6.455 6.666 4.29 678.5 703.4 690.9 0.02884 0.009382 0.01911 236
127300.0 5391 4.005 35.499 4.222 36.194 5.724 6.027 4.286 650.8 676.5 663.7 0.2008 0.1947 0.1978 235.1
127400.0 5391 3.578 34.144 4.631 34.856 4.527 4.83 4.279 605.8 631.4 618.6 0.2142 0.2173 0.2157 235.8
127500.0 5389 3.495 33.212 4.614 33.885 4.213 4.397 4.269 575.8 599.4 587.6 0.06028 0.08968 0.07498 236.2
127600.0 5388 3.905 33.459 4.203 33.924 5.119 5.209 4.259 583.2 599.5 591.4 -0.1602 -0.08594 -0.123 235.6
127700.0 5388 4.626 34.916 3.308 34.932 6.831 6.896 4.253 630.8 631.4 631.1 -0.3192 -0.192 -0.2556 234.5
127800.0 5387 5.226 36.704 1.832 36.169 8.668 8.74 4.24 696.4 676.2 686.3 -0.29 -0.1429 -0.2164 234.5
127900.0 5386 5.209 37.665 0.073 36.470 9.477 9.538 4.233 737.1 691.1 714.1 -0.05647 0.03469 -0.01089 235.7
128000.0 5385 4.542 37.056 -1.349 35.814 8.688 8.639 4.249 709.5 662.7 686.1 0.213 0.1816 0.1973 234.8
128100.0 5383 3.607 35.557 -2.172 34.612 6.884 6.771 4.257 656.7 622.3 639.5 0.2627 0.2002 0.2315 235.5
128200.0 5382 2.782 34.284 -2.449 33.703 5.14 5.052 4.239 616.2 595.5 605.9 0.1294 0.07633 0.1029 235.9
128300.0 5382 2.282 34.154 -2.456 33.779 4.273 4.239 4.239 610.7 597.4 604 -0.06566 -0.1071 -0.08638 235.2
128400.0 5382 2.076 35.074 -2.352 34.843 4.73 4.753 4.242 640.4 632 636.2 -0.1874 -0.2319 -0.2097 234.2
128500.0 5380 2.107 36.196 -2.196 36.158 5.992 6.019 4.232 682.3 680.9 681.6 -0.1332 -0.2007 -0.1669 234.2
128600.0 5379 2.247 36.452 -1.999 36.759 6.629 6.649 4.216 697.7 709.5 703.6 0.05057 -0.004351 0.02311 235.4
128700.0 5375 2.454 35.644 -1.755 36.081 5.925 5.966 4.208 666.5 682.9 674.7 0.2351 0.1996 0.2174 234.5
128800.0 5374 2.611 34.176 -1.632 34.684 4.649 4.736 4.202 616.6 635.1 625.8 0.2611 0.2354 0.2482 235.3
128900.0 5372 2.684 33.041 -1.655 33.632 4.143 4.259 4.192 579.1 600 589.5 0.1274 0.1024 0.1149 235.7
129000.0 5372 2.625 32.982 -1.929 33.649 4.855 4.957 4.191 574.7 598.2 586.4 -0.06962 -0.09472 -0.08217 235
129100.0 5372 2.346 34.093 -2.422 34.764 6.377 6.44 4.195 608.9 633.1 621 -0.2259 -0.2354 -0.2306 233.9
129200.0 5369 1.749 35.602 -2.977 36.279 8.063 8.097 4.178 664.4 689.9 677.2 -0.2406 -0.2194 -0.23 233.9
129300.0 5369 0.828 36.739 -3.376 37.143 8.968 8.981 4.162 712.8 728.6 720.7 -0.1116 -0.0397 -0.07564 235.1
129400.0 5366 -0.186 36.834 -3.451 36.813 8.404 8.405 4.161 714.8 714 714.4 0.07858 0.1452 0.1119 234.2
129500.0 5365 -1.098 36.089 -3.255 35.860 6.825 6.798 4.161 690.7 682 686.3 0.1473 0.1813 0.1643 234.9
129600.0 5364 -1.787 35.469 -3.006 35.139 5.195 5.143 4.164 670 657.6 663.8 0.05373 0.07106 0.06239 235.3
129700.0 5364 -2.272 35.684 -2.878 35.245 4.259 4.187 4.165 677.1 660.5 668.8 -0.1089 -0.09952 -0.1042 234.7
129800.0 5363 -2.610 36.641 -3.007 36.144 4.521 4.433 4.155 712.2 693 702.6 -0.2235 -0.2209 -0.2222 233.6
129900.0 5358 -2.684 37.896 -3.355 37.406 5.622 5.555 4.157 760.4 740.9 750.6 -0.1934 -0.2234 -0.2084 233.6
130000.0 5356 -2.440 38.448 -3.739 38.293 6.336 6.283 4.147 788.2 781.9 785 -0.04599 -0.0941 -0.07005 234.9
130100.0 5356 -2.062 38.195 -4.031 38.260 5.945 5.924 4.142 776 778.6 777.3 0.1247 0.08763 0.1062 233.9
130200.0 5356 -1.700 37.298 -4.109 37.455 4.834 4.886 4.133 744.8 751.1 747.9 0.1845 0.1645 0.1745 234.6
130300.0 5354 -1.546 36.457 -3.954 36.552 4.081 4.191 4.109 717.1 720.8 718.9 0.1048 0.09789 0.1013 234.8
130400.0 5352 -1.627 36.270 -3.707 36.364 4.329 4.45 4.096 709.6 713.3 711.4 -0.04892 -0.0472 -0.04806 234.1
130500.0 5351 -1.956 36.936 -3.371 37.006 5.345 5.448 4.092 732.1 734.8 733.4 -0.1935 -0.1837 -0.1886 233.1
130600.0 5349 -2.439 38.152 -2.849 38.175 6.649 6.719 4.089 779.8 780.8 780.3 -0.2672 -0.2442 -0.2557 233
130700.0 5346 -2.872 39.529 -2.182 39.368 7.725 7.762 4.083 841.4 834.6 838 -0.2545 -0.2191 -0.2368 234.3
130800.0 5344 -3.162 40.552 -1.369 40.176 8.17 8.182 4.087 880.6 864.3 872.4 -0.1501 -0.1188 -0.1345 233.3
130900.0 5343 -3.195 40.961 -0.519 40.431 7.973 7.946 4.095 899.8 876.7 888.3 -0.03291 -0.02334 -0.02812 233.9
131000.0 5340 -3.046 40.678 0.274 40.268 7.446 7.395 4.088 891.2 873.4 882.3 0.03404 0.02179 0.02792 234.3
131100.0 5339 -2.703 40.383 0.966 40.013 7.02 6.957 4.084 877.3 861.3 869.3 0.04681 0.0322 0.03951 233.6
131200.0 5338 -2.205 40.061 1.505 39.680 6.783 6.717 4.069 862.7 846.4 854.6 0.03967 0.03372 0.03669 232.6
131300.0 5336 -1.613 39.765 1.950 39.387 6.722 6.674 4.064 850.9 834.8 842.8 0.03797 0.03476 0.03637 232.5
131400.0 5333 -0.994 39.368 2.337 38.958 6.716 6.675 4.038 842.5 825 833.7 0.02969 0.02856 0.02913 233.3
131500.0 5331 -0.302 39.126 2.514 38.707 6.739 6.72 4.035 829 811.3 820.2 0.03591 0.03286 0.03438 232.4
131600.0 5330 0.419 38.840 2.542 38.435 6.729 6.739 4.033 819.7 802.7 811.2 0.04204 0.03204 0.03704 233
131700.0 5329 1.106 38.552 2.434 38.121 6.723 6.732 4.078 799.5 781.8 790.6 0.02645 0.02216 0.0243 233.3
